producto,categoria,proveedor,precio,costo,stock
Rio Maceta,Alimentos,Cartagena Hub,6.31,5.04,69
Rio Marcador,Deportes,Logistica Pacifico,114.47,84.04,182
Rio Marcador,Deportes,Magdalena Supply,114.47,84.04,249
Rio Mesa,Deportes,Sabaneta Supply,282.26,181.01,227
Rio Mesa,Deportes,Amazonas Traders,282.26,181.01,101
Rio Microfono,Alimentos,Sabaneta Supply,19.53,15.41,74
Rio Mochila,Electronica,Envigado Supply,609.43,427.57,416
Rio Mochila,Electronica,Atlantico Pro,609.43,427.57,445
Rio Monitor,Hogar,Sincelejo Market,133.35,95.93,215
Rio Mouse,Alimentos,Armenia Supply,18.25,14.72,406
Rio Mousepad,Electronica,Neiva Express,476.74,320.03,398
Rio Muñeco,Alimentos,Mosquera Logistics,3.82,3.15,410
Rio Muñeco,Alimentos,Soacha Distribuciones,3.82,3.15,202
Rio Olla,Deportes,Neiva Express,114.42,73.13,191
Rio Pantalon,Belleza,Distribuciones Andina,45.96,30.28,248
Rio Pantalon,Belleza,Medellin Market,45.96,30.28,498
Rio Papel,Oficina,Cartagena Hub,83.4,54.72,241
rio parlante,Electronica,Oriente Mercantil,792.07,588.54,464
Rio Patin,Deportes,Bello Traders,46.63,29.77,178
Rio Patin,Deportes,Duitama Market,46.63,29.77,436
rio pegante,Hogar,Leticia Traders,167.03,126.94,461
Rio Pegante,Hogar,Atlantico Pro,167.03,126.94,218
rio pelota,Belleza,Oriente Mercantil,15.43,7.52,81
Rio Perfume,Juguetes,Usaquen Market,29.09,22.14,91
Rio Perfume,Juguetes,Cali Express,29.09,22.14,434
Rio Plancha,Alimentos,Paisa Import,10.59,7.68,174
rio plancha,Alimentos,Casanare Retail,10.59,7.68,238
Rio Plato,Deportes,Medellin Market,135.65,107.09,259
Rio Plato,Deportes,Sabaneta Supply,135.65,107.09,390
Rio PowerBank,Hogar,Insumos Cafeteros,63.64,54.04,364
Rio ProtectorSolar,Electronica,Duitama Market,552.23,364.93,162
Rio ProtectorSolar,Electronica,Putumayo Goods,552.23,364.93,47
Rio Raqueta,Ropa,Santa Marta Retail,42.12,26.62,328
Rio Raqueta,Ropa,Cesar Distribuciones,42.12,26.62,327
Rio Regla,Alimentos,Sabaneta Supply,27.18,22.48,115
Rio Resaltador,Deportes,Quibdo Market,189.35,153.84,428
Rio Rompecabezas,Hogar,Insumos Cafeteros,84.65,61.12,336
Rio Router,Oficina,Sabaneta Supply,17.89,12.92,336
Rio Sacapuntas,Jardin,Pereira Proveedores,138.9,110.14,368
Rio Sarten,Ropa,Cota Proveedores,30.57,23.42,224
Rio Semilla,Ropa,Distribuciones Andina,100.46,62.48,351
Rio Shampoo,Electronica,Atlantico Pro,507.11,325.5,327
Rio Silla,Alimentos,Choco Importaciones,4.93,4.24,146
Rio Switch,Ropa,Girardot Trade,98.98,68.49,62
Rio Talonario,Jardin,Mayoristas del Valle,116.27,88.64,293
Rio Tambor,Deportes,Soacha Distribuciones,175.27,118.1,322
Rio Tambor,Deportes,Duitama Market,175.27,118.1,442
Rio Teclado,Deportes,Yumbo Logistics,68.12,47.23,324
Rio Telefono,Electronica,Girardot Trade,117.39,86.89,12
Rio Tenedor,Electronica,Altiplano Supply,293.55,207.96,430
Rio Termo,Juguetes,Pasto Proveedores,118.39,82.92,493
rio tijera,Oficina,Dosquebradas Traders,102.52,65.91,188
Rio Tijera,Oficina,Candelaria Market,102.52,65.91,286
Rio Toalla,Juguetes,Monteria Retail,193.64,115.64,207
Rio Tripode,Jardin,Zipaquira Supply,170.63,119.24,113
Rio Webcam,Alimentos,Madrid Supply,24.39,19.04,479
Rio Webcam,Alimentos,Armenia Supply,24.39,19.04,21
Rio Zapatilla,Alimentos,Dosquebradas Traders,6.84,5.01,348
Royal Afeitadora,Ropa,Oriente Mercantil,93.08,65.36,213
Royal Agenda,Jardin,Sabaneta Supply,158.57,127.24,170
Royal Agenda,Jardin,Madrid Supply,158.57,127.24,322
Royal Archivador,Alimentos,Sincelejo Market,12.47,10.18,53
Royal Archivador,Alimentos,Funza Commodities,12.47,10.18,393
Royal Auriculares,Electronica,Insumos Cafeteros,285.32,223.0,297
Royal Balanza,Electronica,Ibague Market,254.53,168.56,319
royal balon,Ropa,Distribuciones Andina,64.1,38.75,125
Royal Biberon,Ropa,Magdalena Supply,79.51,53.68,276
Royal Biberon,Ropa,Monteria Retail,79.51,53.68,463
Royal Bicicleta,Deportes,Riohacha Trade,66.21,42.44,203
Royal Bicicleta,Deportes,Santander Mayorista,66.21,42.44,193
Royal Boligrafo,Juguetes,Pasto Proveedores,48.74,34.09,168
Royal Botella,Juguetes,Villavicencio Hub,64.06,47.73,151
Royal Cable,Ropa,Nariño Trade,48.16,36.19,34
Royal Cafetera,Ropa,Magdalena Supply,133.98,72.28,183
Royal Cafetera,Ropa,Girardot Trade,133.98,72.28,285
Royal Camisa,Belleza,Pasto Proveedores,40.02,24.32,56
Royal Cargador,Alimentos,Arauca Connect,30.49,22.29,221
Royal Carpa,Hogar,Altiplano Supply,155.37,123.66,302
Royal Carpa,Hogar,Bello Traders,155.37,123.66,162
Royal Carpeta,Oficina,Envigado Supply,61.47,50.54,18
Royal Cepillo,Juguetes,Cajica Traders,17.9,12.79,369
Royal Cereal,Belleza,Nariño Trade,84.22,55.55,263
royal cereal,Belleza,Armenia Supply,84.22,55.55,281
royal chaqueta,Hogar,Zipaquira Supply,51.44,37.73,112
Royal Chaqueta,Hogar,Madrid Supply,51.44,37.73,487
Royal Chocolate,Belleza,Zipaquira Supply,11.26,6.41,326
Royal Chocolate,Belleza,Candelaria Market,11.26,6.41,29
Royal Cinta,Oficina,Meta Comerciales,47.82,34.67,134
Royal Colchoneta,Jardin,Madrid Supply,167.46,120.99,66
royal colchoneta,Jardin,Logistica Pacifico,167.46,120.99,64
Royal Copa,Jardin,Candelaria Market,57.39,47.03,291
Royal Crema,Oficina,Neiva Express,83.15,53.53,24
Royal Cuaderno,Juguetes,Comercial Caribe,81.23,54.84,36
Royal Cuchillo,Oficina,Eje Cafetero SAS,94.32,66.12,0
Royal Drone,Hogar,Oriente Mercantil,238.89,199.74,398
Royal Estante,Alimentos,Kennedy Market,11.85,8.92,36
Royal Extensor,Belleza,Soledad Retail,21.67,11.21,140
Royal Extensor,Belleza,Monteria Retail,21.67,11.21,231
Royal Galleta,Deportes,Cesar Distribuciones,41.35,30.55,135
Royal Galleta,Deportes,Kennedy Market,41.35,30.55,388
Royal Gorra,Alimentos,Chia Market,7.3,6.29,187
Royal Gorra,Alimentos,Engativa Traders,7.3,6.29,127
Royal Guante,Electronica,Eje Cafetero SAS,734.04,574.46,200
Royal Guante,Electronica,Barranquilla Hub,734.04,574.46,126
Royal Guitarra,Deportes,Barranquilla Hub,166.9,109.06,256
Royal Jabon,Ropa,Tunja Trade,60.75,37.02,163
Royal Jabon,Ropa,Candelaria Market,60.75,37.02,34
Royal Lampara,Deportes,Altiplano Supply,9.98,8.14,193
Royal Lampara,Deportes,Riohacha Trade,9.98,8.14,190
Royal Licuadora,Electronica,Itagui Market,273.08,196.03,103
Royal Licuadora,Electronica,Magdalena Supply,273.08,196.03,22
Royal Linterna,Hogar,Quibdo Market,73.55,51.63,264
Royal Maceta,Ropa,Logistica Pacifico,118.69,74.36,289
royal marcador,Hogar,Jamundi Market,191.18,137.19,429
royal mesa,Jardin,Quibdo Market,150.93,94.82,461
Royal Microfono,Juguetes,Tolima Proveedores,156.97,114.9,383
Royal Mochila,Oficina,Riohacha Trade,78.37,50.22,259
Royal Mochila,Oficina,Engativa Traders,78.37,50.22,413
Royal Monitor,Jardin,Bogota Central,128.99,96.94,478
Royal Monitor,Jardin,Madrid Supply,128.99,96.94,357
Royal Mouse,Ropa,Cali Express,99.21,55.08,74
Royal Mouse,Ropa,Arauca Connect,99.21,55.08,354
Royal Mousepad,Oficina,Yopal Supply,94.5,62.07,71
Royal Muñeco,Deportes,Cota Proveedores,75.85,62.74,258
Royal Olla,Juguetes,Bucaramanga Trade,60.73,36.3,397
Royal Olla,Juguetes,Amazonas Traders,60.73,36.3,187
Royal Pantalon,Belleza,Cucuta Comercios,59.96,31.44,460
Royal Papel,Alimentos,Neiva Express,2.89,2.23,172
Royal Papel,Alimentos,Distribuciones Andina,2.89,2.23,479
Royal Parlante,Belleza,Mayoristas del Valle,13.64,9.07,289
Royal Parlante,Belleza,Candelaria Market,13.64,9.07,44
Royal Patin,Deportes,Funza Commodities,273.44,212.37,60
Royal Patin,Deportes,Putumayo Goods,273.44,212.37,82
Royal Pegante,Deportes,Suba Supply,151.82,120.37,122
Royal Pegante,Deportes,Pereira Proveedores,151.82,120.37,357
Royal Pelota,Hogar,Quibdo Market,185.5,142.5,15
Royal Perfume,Alimentos,Barranquilla Hub,23.62,18.82,65
Royal Perfume,Alimentos,Tunja Trade,23.62,18.82,423
Royal Plancha,Jardin,Cesar Distribuciones,63.64,49.07,144
Royal Plato,Juguetes,Armenia Supply,176.63,114.08,374
Royal PowerBank,Jardin,Cartagena Hub,170.4,139.36,161
Royal ProtectorSolar,Alimentos,Villavicencio Hub,24.44,20.56,233
Royal ProtectorSolar,Alimentos,Popayan Logistics,24.44,20.56,379
Royal Raqueta,Juguetes,Neiva Express,164.54,117.51,143
Royal Regla,Jardin,Eje Cafetero SAS,29.79,23.02,357
Royal Resaltador,Juguetes,Pereira Proveedores,159.55,111.7,187
Royal Rompecabezas,Deportes,Logistica Pacifico,163.36,106.09,321
Royal Router,Belleza,Cartagena Hub,33.1,16.86,449
Royal Router,Belleza,Cota Proveedores,33.1,16.86,473
Royal Sacapuntas,Jardin,Chia Market,38.49,28.92,12
Royal Sacapuntas,Jardin,Popayan Logistics,38.49,28.92,183
Royal Sarten,Alimentos,Bucaramanga Trade,25.24,21.48,110
Royal Semilla,Hogar,Distribuciones Andina,185.88,161.28,414
Royal Shampoo,Oficina,Chia Market,61.89,39.71,289
Royal Shampoo,Oficina,Arauca Connect,61.89,39.71,294
Royal Silla,Ropa,Eje Cafetero SAS,103.31,79.39,450
Royal Silla,Ropa,Comercial Caribe,103.31,79.39,391
Royal Switch,Ropa,Mayoristas del Valle,10.99,7.45,214
Royal Talonario,Jardin,Fusagasuga Supply,162.58,103.74,461
Royal Tambor,Jardin,Jamundi Market,125.86,101.91,119
Royal Tambor,Jardin,Ibague Market,125.86,101.91,381
royal teclado,Ropa,La Estrella Supply,107.82,71.97,54
royal teclado,Ropa,Arauca Connect,107.82,71.97,26
Royal Telefono,Electronica,Ipiales Trade,737.26,597.97,117
Royal Telefono,Electronica,Suba Supply,737.26,597.97,220
Royal Tenedor,Electronica,Santa Marta Retail,592.93,387.9,230
Royal Termo,Deportes,Bogota Central,310.31,199.07,52
royal termo,Deportes,Soledad Retail,310.31,199.07,294
Royal Tijera,Juguetes,Comercial Caribe,26.35,17.37,320
Royal Toalla,Oficina,Engativa Traders,12.01,8.31,400
Royal Tripode,Ropa,Cartagena Hub,16.42,9.87,232
Royal Tripode,Ropa,Chia Market,16.42,9.87,157
Royal Webcam,Belleza,Soledad Retail,23.26,11.97,436
Royal Zapatilla,Oficina,Oriente Mercantil,15.09,10.46,268
Sabana Afeitadora,Belleza,Yumbo Logistics,9.64,4.83,20
Sabana Afeitadora,Belleza,Neiva Express,9.64,4.83,402
Sabana Agenda,Ropa,Candelaria Market,102.03,57.12,52
Sabana Agenda,Ropa,Kennedy Market,102.03,57.12,274
Sabana Archivador,Jardin,Barranquilla Hub,189.19,143.05,312
Sabana Archivador,Jardin,Jamundi Market,189.19,143.05,280
Sabana Auriculares,Alimentos,Tolima Proveedores,15.25,11.03,213
Sabana Balanza,Belleza,Barranquilla Hub,63.41,40.98,30
Sabana Balanza,Belleza,Riohacha Trade,63.41,40.98,336
Sabana Balon,Juguetes,Zipaquira Supply,29.17,22.1,182
Sabana Balon,Juguetes,Sabaneta Supply,29.17,22.1,22
Sabana Biberon,Hogar,Santa Marta Retail,29.89,21.16,31
Sabana Bicicleta,Ropa,Funza Commodities,20.53,13.08,445
Sabana Boligrafo,Ropa,Sincelejo Market,87.01,59.21,73
Sabana Botella,Jardin,Chia Market,150.37,105.03,9
Sabana Cable,Juguetes,Magdalena Supply,71.86,55.06,483
Sabana Cafetera,Oficina,Sincelejo Market,87.44,66.19,455
Sabana Camisa,Deportes,Putumayo Goods,328.66,224.73,53
Sabana Camisa,Deportes,Jamundi Market,328.66,224.73,51
Sabana Cargador,Jardin,Popayan Logistics,36.43,28.54,147
Sabana Carpa,Hogar,Barranquilla Hub,27.05,19.29,159
Sabana Carpa,Hogar,Armenia Supply,27.05,19.29,369
Sabana Carpeta,Belleza,Tolima Proveedores,49.61,25.2,13
Sabana Cepillo,Juguetes,Popayan Logistics,115.32,80.71,177
Sabana Cereal,Jardin,Altiplano Supply,107.97,70.74,411
Sabana Chaqueta,Alimentos,Santa Marta Retail,23.34,16.8,365
Sabana Chocolate,Ropa,Atlantico Pro,9.84,5.56,499
Sabana Cinta,Belleza,Choco Importaciones,46.48,26.7,52
Sabana Cinta,Belleza,Guajira Logistics,46.48,26.7,407
Sabana Colchoneta,Jardin,Rionegro Supply,42.48,27.34,334
Sabana Copa,Deportes,Itagui Market,184.68,132.09,21
Sabana Crema,Belleza,Mosquera Logistics,104.22,54.72,29
Sabana Cuaderno,Alimentos,Neiva Express,2.21,1.92,190
Sabana Cuaderno,Alimentos,Huila Distribuciones,2.21,1.92,259
Sabana Cuchillo,Jardin,Tolima Proveedores,164.84,108.44,204
Sabana Drone,Jardin,Soacha Distribuciones,67.74,54.55,58
Sabana Drone,Jardin,Huila Distribuciones,67.74,54.55,470
Sabana Estante,Oficina,Valledupar Traders,24.87,19.75,263
Sabana Estante,Oficina,Eje Cafetero SAS,24.87,19.75,465
Sabana Extensor,Oficina,Distribuciones Andina,35.34,26.06,11
Sabana Extensor,Oficina,Ipiales Trade,35.34,26.06,118
Sabana Galleta,Oficina,Eje Cafetero SAS,129.24,89.44,414
Sabana Galleta,Oficina,Ibague Market,129.24,89.44,461
Sabana Gorra,Deportes,Tunja Trade,178.93,113.25,289
Sabana Gorra,Deportes,Bello Traders,178.93,113.25,337
Sabana Guante,Electronica,Duitama Market,446.62,300.22,247
Sabana Guante,Electronica,Choco Importaciones,446.62,300.22,353
Sabana Guitarra,Oficina,Ipiales Trade,44.03,27.54,126
Sabana Jabon,Juguetes,Manizales Market,14.16,10.12,74
Sabana Lampara,Alimentos,Duitama Market,21.06,15.14,360
Sabana Licuadora,Hogar,Santander Mayorista,141.57,100.16,203
Sabana Linterna,Juguetes,Neiva Express,167.82,110.12,48
Sabana Maceta,Deportes,Pereira Proveedores,354.93,231.39,78
Sabana Marcador,Deportes,Oriente Mercantil,154.08,116.72,440
Sabana Marcador,Deportes,Atlantico Pro,154.08,116.72,478
Sabana Mesa,Electronica,Duitama Market,732.51,499.2,240
Sabana Mesa,Electronica,Bucaramanga Trade,732.51,499.2,348
sabana microfono,Belleza,Cali Express,35.78,25.5,153
Sabana Mochila,Deportes,Insumos Cafeteros,28.15,17.81,273
Sabana Monitor,Juguetes,Leticia Traders,40.63,32.48,95
Sabana Monitor,Juguetes,Cali Express,40.63,32.48,213
Sabana Mouse,Electronica,Palmira Traders,877.97,577.25,293
Sabana Mousepad,Belleza,Yumbo Logistics,68.01,33.51,208
Sabana Muñeco,Alimentos,Yopal Supply,1.9,1.39,342
Sabana Muñeco,Alimentos,Armenia Supply,1.9,1.39,87
Sabana Olla,Belleza,Choco Importaciones,87.31,46.83,305
Sabana Pantalon,Juguetes,Sabaneta Supply,159.8,118.72,263
Sabana Papel,Oficina,Neiva Express,34.04,27.31,424
sabana papel,Oficina,Cajica Traders,34.04,27.31,389
Sabana Parlante,Deportes,Leticia Traders,314.5,232.0,324
Sabana Patin,Jardin,Sincelejo Market,46.1,31.52,427
Sabana Pegante,Electronica,Popayan Logistics,525.76,426.8,376
Sabana Pegante,Electronica,Sincelejo Market,525.76,426.8,319
Sabana Pelota,Deportes,Riohacha Trade,286.45,237.07,156
Sabana Perfume,Ropa,Sabaneta Supply,130.1,74.83,155
Sabana Perfume,Ropa,Villavicencio Hub,130.1,74.83,138
Sabana Plancha,Ropa,Huila Distribuciones,92.49,54.31,120
Sabana Plancha,Ropa,Duitama Market,92.49,54.31,64
Sabana Plato,Alimentos,Meta Comerciales,6.13,4.88,106
Sabana Plato,Alimentos,Leticia Traders,6.13,4.88,146
Sabana PowerBank,Ropa,Mayoristas del Valle,56.48,32.11,136
Sabana PowerBank,Ropa,Riohacha Trade,56.48,32.11,410
Sabana ProtectorSolar,Belleza,Rionegro Supply,36.73,20.64,161
sabana protectorsolar,Belleza,Magdalena Supply,36.73,20.64,427
Sabana Raqueta,Oficina,Bello Traders,71.65,58.23,451
Sabana Raqueta,Oficina,Sincelejo Market,71.65,58.23,99
Sabana Regla,Ropa,Tunja Retail,127.72,70.49,337
Sabana Regla,Ropa,Zipaquira Supply,127.72,70.49,398
Sabana Resaltador,Electronica,Duitama Market,704.53,574.47,306
Sabana Rompecabezas,Belleza,Sabaneta Supply,85.82,58.01,140
Sabana Rompecabezas,Belleza,Manizales Market,85.82,58.01,82
Sabana Router,Juguetes,Leticia Traders,64.64,43.82,176
Sabana Router,Juguetes,Bucaramanga Trade,64.64,43.82,197
Sabana Sacapuntas,Oficina,Tolima Proveedores,53.64,42.95,111
Sabana Sacapuntas,Oficina,Arauca Connect,53.64,42.95,55
Sabana Sarten,Belleza,Dosquebradas Traders,78.79,47.77,459
Sabana Semilla,Hogar,Medellin Market,97.66,77.12,178
Sabana Shampoo,Deportes,La Estrella Supply,181.96,139.96,420
Sabana Shampoo,Deportes,Barranquilla Hub,181.96,139.96,400
Sabana Silla,Electronica,Logistica Pacifico,797.94,551.01,185
Sabana Switch,Hogar,Bucaramanga Trade,237.94,198.5,470
Sabana Switch,Hogar,Eje Cafetero SAS,237.94,198.5,217
Sabana Talonario,Jardin,Altiplano Supply,44.39,29.09,412
Sabana Tambor,Oficina,Sabaneta Supply,30.48,19.09,416
Sabana Teclado,Jardin,Paisa Import,15.86,10.29,315
Sabana Telefono,Alimentos,Cucuta Comercios,4.46,3.49,474
Sabana Telefono,Alimentos,Chapinero Trade,4.46,3.49,216
Sabana Tenedor,Alimentos,Jamundi Market,7.3,6.1,119
Sabana Termo,Juguetes,Distribuciones Andina,149.05,93.95,438
Sabana Tijera,Hogar,Sucre Supply,268.46,195.47,393
Sabana Toalla,Juguetes,Altiplano Supply,100.63,69.11,174
Sabana Toalla,Juguetes,Logistica Pacifico,100.63,69.11,22
Sabana Tripode,Jardin,Sabaneta Supply,126.07,98.52,212
Sabana Tripode,Jardin,Cajica Traders,126.07,98.52,404
Sabana Webcam,Electronica,Candelaria Market,89.28,70.01,234
Sabana Zapatilla,Jardin,Dosquebradas Traders,12.42,8.47,12
Selva Afeitadora,Jardin,Pereira Proveedores,135.83,99.42,100
Selva Agenda,Electronica,Monteria Retail,901.04,583.27,416
Selva Agenda,Electronica,Putumayo Goods,901.04,583.27,23
Selva Archivador,Hogar,Santa Marta Retail,41.82,35.48,363
Selva Archivador,Hogar,Kennedy Market,41.82,35.48,10
Selva Auriculares,Oficina,Pereira Proveedores,64.08,51.4,272
Selva Auriculares,Oficina,Sincelejo Market,64.08,51.4,451
Selva Balanza,Ropa,Arauca Connect,66.12,40.51,430
Selva Balon,Oficina,Sabaneta Supply,88.03,65.88,280
Selva Biberon,Electronica,Atlantico Pro,701.97,482.38,93
Selva Biberon,Electronica,Cartagena Hub,701.97,482.38,200
Selva Bicicleta,Deportes,Dosquebradas Traders,127.69,83.52,20
Selva Bicicleta,Deportes,Envigado Supply,127.69,83.52,339
Selva Boligrafo,Belleza,Casanare Retail,7.7,5.22,466
Selva Botella,Belleza,Zipaquira Supply,85.82,40.89,210
Selva Cable,Belleza,Neiva Express,103.9,49.49,139
Selva Cafetera,Belleza,Ipiales Trade,37.79,22.38,292
Selva Camisa,Hogar,Pereira Proveedores,245.87,195.27,297
Selva Camisa,Hogar,Putumayo Goods,245.87,195.27,400
Selva Cargador,Juguetes,Tunja Trade,56.03,40.46,100
selva cargador,Juguetes,Sabaneta Supply,56.03,40.46,303
Selva Carpa,Electronica,Candelaria Market,84.6,64.38,358
Selva Carpeta,Ropa,Madrid Supply,106.37,58.39,27
Selva Cepillo,Oficina,Mayoristas del Valle,84.83,55.06,40
Selva Cereal,Jardin,Tunja Trade,35.5,22.33,354
Selva Chaqueta,Jardin,Nariño Trade,64.77,51.84,302
Selva Chaqueta,Jardin,Cesar Distribuciones,64.77,51.84,495
Selva Chocolate,Deportes,Yumbo Logistics,183.38,148.9,145
Selva Cinta,Electronica,Dosquebradas Traders,310.51,202.08,255
Selva Colchoneta,Oficina,Quibdo Market,107.11,68.43,461
Selva Colchoneta,Oficina,Putumayo Goods,107.11,68.43,226
Selva Copa,Hogar,Putumayo Goods,215.87,164.2,235
selva crema,Oficina,Valledupar Traders,40.0,28.15,360
Selva Cuaderno,Belleza,Usaquen Market,14.67,8.72,379
Selva Cuchillo,Electronica,Logistica Pacifico,343.65,221.54,454
Selva Cuchillo,Electronica,Sabaneta Supply,343.65,221.54,488
Selva Drone,Hogar,Itagui Market,166.15,135.0,12
Selva Drone,Hogar,Insumos Cafeteros,166.15,135.0,209
Selva Estante,Electronica,Tolima Proveedores,155.07,125.29,228
Selva Estante,Electronica,Casanare Retail,155.07,125.29,396
Selva Extensor,Electronica,Arauca Connect,151.26,108.76,99
Selva Extensor,Electronica,Oriente Mercantil,151.26,108.76,30
Selva Galleta,Juguetes,Soacha Distribuciones,140.53,98.09,385
Selva Galleta,Juguetes,Villavicencio Hub,140.53,98.09,15
Selva Gorra,Hogar,Guajira Logistics,79.91,60.21,136
Selva Gorra,Hogar,Altiplano Supply,79.91,60.21,328
Selva Guante,Oficina,Paisa Import,104.91,80.76,165
Selva Guitarra,Jardin,Leticia Traders,44.15,30.25,458
Selva Jabon,Hogar,Zipaquira Supply,150.0,129.86,309
Selva Lampara,Deportes,Pereira Proveedores,230.57,184.36,439
Selva Licuadora,Oficina,Funza Commodities,31.35,23.0,469
Selva Linterna,Oficina,Bucaramanga Trade,113.04,79.01,480
selva maceta,Deportes,Nariño Trade,164.77,127.22,99
Selva Maceta,Deportes,Insumos Cafeteros,164.77,127.22,108
Selva Marcador,Alimentos,Medellin Market,7.98,6.06,342
Selva Mesa,Deportes,Chia Market,273.51,207.66,172
Selva Mesa,Deportes,Cota Proveedores,273.51,207.66,236
Selva Microfono,Ropa,Guajira Logistics,58.47,35.34,161
selva mochila,Belleza,Sucre Supply,33.61,18.35,392
Selva Monitor,Hogar,Yumbo Logistics,177.0,144.31,215
Selva Monitor,Hogar,Pasto Proveedores,177.0,144.31,263
Selva Mouse,Juguetes,Madrid Supply,6.73,5.17,262
Selva Mousepad,Deportes,Distribuciones Andina,278.65,188.72,291
Selva Mousepad,Deportes,Yopal Supply,278.65,188.72,273
Selva Muñeco,Ropa,Kennedy Market,108.91,66.08,2
Selva Olla,Deportes,Dosquebradas Traders,48.7,40.05,27
Selva Olla,Deportes,Tolima Proveedores,48.7,40.05,325
Selva Pantalon,Deportes,Candelaria Market,280.98,188.26,491
Selva Papel,Alimentos,Atlantico Pro,5.05,4.19,427
Selva Papel,Alimentos,Huila Distribuciones,5.05,4.19,148
Selva Parlante,Hogar,Tunja Trade,160.35,119.17,27
Selva Patin,Hogar,Tunja Trade,193.54,167.69,487
selva pegante,Hogar,Neiva Express,96.13,74.86,309
Selva Pelota,Ropa,Pasto Proveedores,105.08,59.32,437
Selva Perfume,Jardin,Palmira Traders,72.07,52.82,64
Selva Plancha,Oficina,Oriente Mercantil,85.22,61.87,355
Selva Plancha,Oficina,Insumos Cafeteros,85.22,61.87,20
Selva Plato,Deportes,Usaquen Market,271.28,215.58,251
Selva Plato,Deportes,Medellin Market,271.28,215.58,234
Selva PowerBank,Alimentos,Tunja Retail,12.96,9.48,226
Selva PowerBank,Alimentos,Bogota Central,12.96,9.48,12
Selva ProtectorSolar,Deportes,Huila Distribuciones,199.92,126.56,312
Selva Raqueta,Alimentos,Mosquera Logistics,2.5,2.17,48
Selva Regla,Juguetes,Girardot Trade,37.22,23.24,117
Selva Resaltador,Electronica,Manizales Market,650.7,461.58,53
Selva Rompecabezas,Deportes,Arauca Connect,167.73,108.04,137
Selva Rompecabezas,Deportes,Mayoristas del Valle,167.73,108.04,52
Selva Router,Ropa,Arauca Connect,36.93,26.26,43
Selva Router,Ropa,Santander Mayorista,36.93,26.26,302
Selva Sacapuntas,Electronica,Usaquen Market,466.99,310.28,52
Selva Sacapuntas,Electronica,Riohacha Trade,466.99,310.28,73
Selva Sarten,Hogar,Fusagasuga Supply,152.32,121.43,45
Selva Semilla,Deportes,Leticia Traders,172.23,116.74,12
Selva Semilla,Deportes,Eje Cafetero SAS,172.23,116.74,164
Selva Shampoo,Belleza,Logistica Pacifico,105.49,50.85,101
Selva Silla,Belleza,Nariño Trade,18.89,12.15,279
Selva Switch,Ropa,Chapinero Trade,9.06,6.29,257
Selva Switch,Ropa,Tunja Retail,9.06,6.29,469
